year,university,school,degree,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,normalized_degree,canonical_degree
2017,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine And Bachelor Of Surgery #,100,100,4367,4500,4882,5000,4500,5305,medicine and surgery,Medicine And Surgery (Mbbs)
2017,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),97.4,97.4,3165,3200,3328,3400,3200,3450,(nursing),(Nursing)
2017,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),91.8,89.8,3280,3300,3462,3500,3300,3650,(nursing) (hons),(Nursing) (Hons)
2017,National University of Singapore,YST Conservatory Of Music,Bachelor of Music,73.3,26.7,2298,2025,2500,2225,2050,2950,music,Music
2017,National University of Singapore,Yale-NUS College,Bachelor of Arts with Honours,93.5,76.6,3812,3500,3956,3500,3075,4000,arts with honours,Arts With Honours
2017,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours,91.7,75,4362,4083,4362,4083,3600,4875,with honours,Arts With Honours
2017,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),89.4,84.7,4010,3600,4131,3900,3588,4500,(computer engineering),Computing (Computer Engineering)
2017,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Environmental Studies,88.7,62.3,3297,3200,3419,3300,3000,3600,environmental studies,Environmental Studies
2017,Singapore Management University,School of Accountancy (4-years programme) *,Accountancy,98,96.6,3569,3000,3646,3000,2920,3600,accountancy,Accountancy
2017,Singapore Management University,School of Accountancy (4-years programme) *,Accountancy Cum Laude and above,97.8,97.8,4037,3200,4089,3200,3000,4645,accountancy cum laude and above,Accountancy Cum Laude And Above
2017,Singapore Management University,School of Business (4-years programme) *,Business Management,93.3,85.7,3862,3475,3995,3500,3050,4362,business management,Business Management
2017,Singapore Management University,School of Business (4-years programme) *,Business Management Cum Laude and above,95.8,92,4364,3880,4504,4000,3300,5000,business management cum laude and above,Business Management (4-Year Programme) Cum Laude And Above
2017,Singapore Management University,School of Economics (4-years programme) *,Economics,91.3,82.6,4013,3600,4143,3700,3300,4583,economics,Economics
2017,Singapore Management University,School of Economics (4-years programme) *,Economics Cum Laude and above,93.2,90.5,4591,4000,4737,4100,3600,5113,economics cum laude and above,Accountancy Cum Laude And Above
2017,Singapore Management University,School of Information Systems (4-years programme) *,Information Systems Management,95.1,91.3,3922,3905,4014,4000,3550,4500,information systems management,Information Systems Management
2017,Singapore Management University,School of Information Systems (4-years programme) *,Information Systems Management Cum Laude and above,96.1,94.1,4211,4334,4305,4334,4000,4750,information systems management cum laude and above,Information Systems Management Cum Laude And Above
2017,Singapore Management University,School of Social Sciences (4-years programme) *,Social Sciences,91.3,78,3344,3250,3493,3300,3000,3750,social sciences,Social Sciences
2017,Singapore Management University,School of Social Sciences (4-years programme) *,Social Sciences Cum Laude and above,87.9,81.8,3810,3600,3938,3630,3300,4000,social sciences cum laude and above,Social Sciences Cum Laude And Above
2017,Singapore Management University,School of Law (4-years programme) *,Law #,97.6,94,4778,4500,4941,5000,4000,5840,law,Law
2017,Singapore Management University,School of Law (4-years programme) *,Law Cum Laude and above #,97.9,97.9,5163,5450,5287,5600,4200,6000,law cum laude and above,Law Cum Laude And Above
2017,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,96.2,92.3,3040,3000,3067,3000,2800,3200,arts in game design,Arts In Game Design
2017,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Arts & Animation ^,88.5,69.2,2859,2825,2876,2875,2700,3000,fine arts in digital arts & animation,Fine Arts In Digital Arts & Animation
2017,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science & Game Design ^,100,100,3232,3250,3291,3250,2900,3600,in computer science & game design,In Computer Science & Game Design
2017,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,96.9,90.6,3898,3800,3904,3800,3558,4140,in computer science in real-time interactive simulation,In Computer Science In Real-Time Interactive Simulation
2017,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,90.7,68.5,2819,2600,2949,2700,2500,3200,arts with honours in communication design,Arts With Honours In Communication Design
2017,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,92.3,87.2,2818,2700,2841,2700,2500,3000,arts with honours in interior design,Arts With Honours In Communication Design
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,77.3,62.1,3061,3100,3290,3255,2975,3600,with honours in chemical engineering,With Honours In Chemical Engineering
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,94.4,88.9,3191,3200,3269,3200,3000,3450,with honours in electrical power engineering,With Honours In Chemical Engineering
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering ^,96.2,88.5,3461,3300,3541,3500,3000,4000,with honours in marine engineering,With Honours In Chemical Engineering
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design & Manufacturing Engineering,90.5,85.7,3063,3000,3145,3000,2800,3350,with honours in mechanical design & manufacturing engineering,With Honours In Mechanical Design & Manufacturing Engineering
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture ^,95.5,95.5,3451,3300,3537,3300,3200,3500,with honours in naval architecture,With Honours In Naval Architecture
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,100,86.7,3792,3300,3866,3300,3300,3950,with honours in offshore engineering,With Honours In Chemical Engineering
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Science with Honours in Food & Human Nutrition,97.7,79.1,2784,2600,2980,2700,2475,3200,with honours in food & human nutrition,With Honours In Food & Human Nutrition
2017,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,84.5,74.1,3061,3000,3301,3200,3000,3375,in chemical engineering,In Chemical Engineering
2017,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,82.8,82.8,3504,3175,3591,3400,3000,4000,in electrical engineering & information technology,In Electrical Engineering & Information Technology
2017,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Professional Studies in Culinary Arts Management,87.9,54.5,2357,2300,2598,2300,2200,3259,professional studies in culinary arts management,Professional Studies In Culinary Arts Management
2017,Singapore Institute of Technology,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Diagnostic Radiography) **,na,na,na,na,na,na,na,na,bachelor in science (diagnostic radiography),Bachelor In Science (Diagnostic Radiography)
2017,Singapore Institute of Technology,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),100,97.1,3217,3250,3258,3300,3020,3450,bachelor in science (occupational therapy),Bachelor In Science (Occupational Therapy)
2017,Singapore Institute of Technology,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),100,96.8,3483,3350,3489,3400,3300,3500,bachelor in science (physiotherapy),Bachelor In Science (Physiotherapy)
2017,Singapore Institute of Technology,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,na,na,na,na,na,na,na,na,bachelor in science (radiation therapy),Bachelor In Science (Occupational Therapy)
2017,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,81.3,65.6,3367,3100,3481,3200,2950,3700,with honours in aeronautical engineering,With Honours In Chemical Engineering
2017,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,80,52.5,3207,3125,3280,3125,2625,3650,with honours in aerospace systems,With Honours In Aerospace Systems
2017,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,96.6,87.9,3608,3100,3670,3200,3000,3700,with honours in mechanical design engineering,With Honours In Mechanical Design & Manufacturing Engineering
2017,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,94.6,86.5,3412,3050,3595,3400,3000,4000,with honours in mechatronics,With Honours In Mechatronics
2017,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,95.8,85.9,3633,3600,3724,3600,3300,4200,with honours in computing science,With Honours In Computing Science
2017,Singapore Institute of Technology,University of Manchester,Bachelor of Science with Honours in Nursing Practice,98.2,96.5,3507,3400,3741,3650,3600,3900,with honours in nursing practice,With Honours In Nursing Practice
2017,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,86.4,69.5,3759,3800,3825,3800,3050,4160,arts with honours in criminology and security,Arts With Honours In Criminology And Security
2017,Singapore Institute of Technology,Wheelock College,Bachelor of Science in Early Childhood Education,96.4,92.9,2883,2900,2890,2900,2800,3000,in early childhood education,In Early Childhood Education
2017,Singapore Institute of Technology,Singapore Institute of Technology,Bachelor of Accountancy with Honours,94.1,92.1,3073,3050,3113,3088,2975,3250,accountancy with honours,Accountancy With Honours
2017,Singapore Institute of Technology,Singapore Institute of Technology,Bachelor of Hospitality Business with Honours ^,94.7,84.2,2713,2700,2829,2800,2500,3100,hospitality business with honours,Hospitality Business With Honours
2017,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),89.9,87.3,3594,3600,3638,3600,3450,3800,(engineering product development),(Engineering Product Development)
2017,Singapore University of Technology and Design,na,Bachelor of Engineering (Information Systems Technology and Design),100,100,4146,4000,4175,4023,3600,4900,(information systems technology and design),(Information Systems Technology And Design)
2017,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),91.7,85.4,3856,3800,3956,3850,3600,4210,(engineering systems and design),(Engineering Systems And Design)
2017,Singapore University of Technology and Design,na,Bachelor of Science (Architecture and Sustainable Design) ###,na,na,na,na,na,na,na,na,(architecture and sustainable design),(Architecture And Sustainable Design)
2018,Nanyang Technological University,College of Business (Nanyang Business School),Bachelor of Accountancy (Hons),94.6,92.2,3214,3000,3245,3000,3000,3200,accountancy (hons),Accountancy (Hons)
