year,university,school,degree,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,degree_cleaned,is_honours,field_of_study
2021,NTU,"College of Humanities, Arts & Social Sciences",Communication Studies,96.9,80.8,3463,3375,3548,3500,3000,3943,communication studies,0,Arts and Humanities
2021,NTU,"College of Humanities, Arts & Social Sciences",Economics,93.5,88.3,3658,3500,3720,3650,3300,4000,economics,0,Mathematics and Statistics
2021,NTU,"College of Humanities, Arts & Social Sciences",English,95.5,64.2,3254,3300,3354,3500,3000,3600,english,0,Arts and Humanities
2021,NTU,"College of Humanities, Arts & Social Sciences",History,82.2,66.7,3724,3675,3800,3675,3500,4000,history,0,Arts and Humanities
2021,NTU,"College of Humanities, Arts & Social Sciences",Inter-Disciplinary Double Major ^,92.9,75,3794,3650,3822,3650,3450,4180,inter-disciplinary double major,0,Other
2021,NTU,"College of Humanities, Arts & Social Sciences",Linguistics,87.2,70.2,3351,3300,3398,3300,3000,3850,linguistics,0,Arts and Humanities
2021,NTU,"College of Humanities, Arts & Social Sciences",Philosophy,88.5,57.7,3394,3400,3502,3400,2915,4480,philosophy,0,Arts and Humanities
2021,NTU,"College of Humanities, Arts & Social Sciences",Psychology,91.8,71.8,3342,3300,3362,3350,3000,3500,psychology,0,Social Sciences
2021,NTU,"College of Humanities, Arts & Social Sciences",Public Policy,83.3,77.1,4024,3778,4105,3804,3500,4524,public policy,0,Social Sciences
2021,NTU,"College of Humanities, Arts & Social Sciences",Sociology,91.3,69.6,3509,3475,3567,3500,3200,3940,sociology,0,Social Sciences
2021,NTU,College of Science,Biological Sciences / Biomedical Sciences,96.8,81.7,3470,3400,3569,3500,3260,3800,biological sciences / biomedical sciences,0,Medicine and Health Sciences
2021,NTU,College of Science,Biomedical Sciences,90.9,77.3,3023,3100,3119,3100,2890,3300,biomedical sciences,0,Medicine and Health Sciences
2021,NTU,College of Science,Chemistry,90.2,74.4,3367,3400,3501,3400,3100,3700,chemistry,0,Science
2021,NTU,College of Science,Environmental Earth Systems Sciences ^,100,91.3,3810,3892,3888,3950,3500,4300,environmental earth systems sciences,0,Science
2021,NTU,College of Science,Mathematical Sciences / Mathematical Sciences,91,75.6,3939,3750,4039,3806,3500,4500,mathematical sciences / mathematical sciences,0,Science
2021,NTU,College of Science,Physics,84.5,69,3710,3570,3793,3600,3384,4000,physics,0,Science
2021,NTU,Sports Science and Management,Sports Science,86.2,55.4,3292,3300,3438,3300,3100,3620,sports science,0,Science
2021,NTU,National Institute of Education (NIE),Arts (with Education),100,100,3563,3754,3718,3780,3700,3900,arts (with education),0,Education
2021,NTU,National Institute of Education (NIE),Science (with Education) ^,100,100,3578,3776,3796,3904,3727,4000,science (with education),0,Education
2021,NTU,Lee Kong Chian School of Medicine,Medicine #,100,100,4702,4700,5404,5500,5200,5800,medicine,0,Medicine and Health Sciences
2021,NUS,Faculty of Arts & Social Sciences,Bachelor of Arts,91.4,70,3405,3200,3600,3200,2850,4100,bachelor of arts,0,Arts and Humanities
2021,NUS,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),88.8,68.3,3619,3500,3731,3650,3400,3983,bachelor of arts,1,Arts and Humanities
2021,NUS,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,92.5,78.2,3757,3531,3850,3600,3400,4100,bachelor of social sciences,0,Science
2021,NUS,Faculty of Dentistry,Bachelor of Dental Surgery,100,100,4256,4200,4286,4200,4200,4600,bachelor of dental surgery,0,Medicine and Health Sciences
2021,NUS,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),94.4,83.3,3610,3500,3732,3600,3300,4000,bachelor of engineering (biomedical engineering),0,Engineering
2021,NUS,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),91.4,84.8,3793,3700,4023,3800,3600,4300,bachelor of engineering (chemical engineering),0,Engineering
2021,NUS,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),97.3,97.3,3780,3700,3897,3700,3500,4100,bachelor of engineering (civil engineering),0,Engineering
2021,NUS,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),95.1,93,4251,4000,4377,4150,3900,4550,bachelor of engineering (electrical engineering),0,Engineering
2021,NUS,Faculty of Engineering,Bachelor of Engineering (Engineering Science) ^,89.5,68.4,4189,4500,4399,4500,4000,4900,bachelor of engineering (engineering science),0,Engineering
2021,NUS,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),97.1,88.6,3572,3500,3607,3500,3300,3900,bachelor of engineering (environmental engineering),0,Science
2021,NUS,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),96.7,91.8,4237,4150,4417,4500,4000,4900,bachelor of engineering (industrial and systems engineering),0,Engineering
2021,NUS,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),91.7,87.5,3899,3775,4020,3896,3600,4200,bachelor of engineering (materials science and engineering),0,Engineering
2021,NUS,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),94.5,89.5,3965,3800,4115,3875,3500,4550,bachelor of engineering (mechanical engineering),0,Engineering
2021,NUS,Faculty of Law,Bachelor of Laws #,96.5,93.5,5398,5150,5627,5600,4500,6000,bachelor of laws,0,Law
2021,NUS,Faculty of Science,Bachelor of Science,82.4,56.9,3446,3300,3627,3527,3100,4000,bachelor of science,0,Science
2021,NUS,Faculty of Science,Bachelor of Science (Hons),92.2,76.5,3665,3500,3767,3600,3400,4000,bachelor of science,1,Science
2021,NUS,Faculty of Science,Bachelor of Science (Computational Biology) ^,100,100,4655,4500,4677,4500,4000,5000,bachelor of science (computational biology),0,Science
2021,NUS,Faculty of Science,Bachelor of Science (Pharmacy) #,95.9,91.9,3773,3760,3923,3915,3636,4200,bachelor of science (pharmacy),0,Medicine and Health Sciences
2021,NUS,Faculty of Science,Bachelor of Science (Data Science and Analytics),97.7,95.3,4819,4500,4981,4800,4200,5400,bachelor of science (data science and analytics),0,Computer Science and IT
2021,NUS,NUS Business School,Bachelor of Business Administration,94.7,81.6,5199,3550,5567,3700,3125,7625,bachelor of business administration,0,Business and Management
2021,NUS,NUS Business School,Bachelor of Business Administration (Hons),98.1,93.5,4828,4200,4950,4347,3700,5200,bachelor of business administration,1,Business and Management
2021,NUS,NUS Business School,Bachelor of Business Administration (Accountancy) ^,100,100,3380,3300,3515,3400,3013,3750,bachelor of business administration (accountancy),0,Business and Management
2021,NUS,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),97,96.3,4124,3430,4194,3500,3200,4600,bachelor of business administration (accountancy),1,Business and Management
2021,NUS,School of Computing,Bachelor of Computing (Computer Science),99.1,96.4,5898,5800,6002,6000,5000,6900,bachelor of computing (computer science),0,Computer Science and IT
2021,NUS,School of Computing,Bachelor of Computing (Information Security) ^,100,100,4992,5000,5095,5400,4305,5500,bachelor of computing (information security),0,Computer Science and IT
2021,NUS,School of Computing,Bachelor of Computing (Information Systems),97.5,96.2,5087,5000,5217,5000,4500,5400,bachelor of computing (information systems),0,Computer Science and IT
2021,NUS,School of Computing,Bachelor of Science (Business Analytics),100,100,5437,5050,5603,5400,4800,6125,bachelor of science (business analytics),0,Business and Management
2021,NUS,School of Design & Environment,Bachelor of Arts (Architecture),97.7,96.6,4090,4000,4139,4000,3600,4440,bachelor of arts (architecture),0,Others
2021,NUS,School of Design & Environment,Bachelor of Arts (Industrial Design),87.5,75,4146,3825,4178,3825,3200,4250,bachelor of arts (industrial design),0,Design and Media
2021,NUS,School of Design & Environment,Bachelor of Science (Project and Facilities Management),93.1,92.1,3424,3450,3560,3500,3200,3700,bachelor of science (project and facilities management),0,Business and Management
2021,NUS,School of Design & Environment,Bachelor of Science (Real Estate),94.5,82.4,3692,3575,3863,3700,3400,4000,bachelor of science (real estate),0,Science
2021,NUS,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor of Surgery # **,,,,,,,,,bachelor of medicine and bachelor of surgery,0,Medicine and Health Sciences
2021,NUS,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),96.2,93.3,3300,3350,3530,3550,3350,3750,bachelor of science (nursing),0,Science
2021,NUS,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),97.9,96.8,3482,3500,3750,3750,3550,3950,bachelor of science (nursing),1,Science
2021,NUS,YST Conservatory of Music,Bachelor of Music ^,82.4,35.3,3136,2958,3203,3100,2915,3600,bachelor of music,0,Others
2021,NUS,Yale-NUS College,Bachelor of Arts with Honours,88.3,70.8,4344,4000,4453,4000,3500,5000,bachelor of arts with,1,Arts and Humanities
2021,NUS,Yale-NUS College,Bachelor of Science with Honours,94.6,83.8,4779,4500,4952,4500,3800,5650,bachelor of science with,1,Science
2021,NUS,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),97.4,91.2,5345,5000,5473,5400,4500,6200,bachelor of engineering (computer engineering),0,Engineering
2021,NUS,Multi-Disciplinary Programmes,Bachelor of Environmental Studies,97.4,81.6,3544,3500,3658,3650,3100,3996,bachelor of environmental studies,0,Science
2021,SIT,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,100,81.5,3457,3200,3490,3300,3200,3500,bachelor of arts in game design,0,Design and Media
2021,SIT,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Art and Animation,80,63.3,3081,3200,3125,3200,2835,3500,bachelor of fine arts in digital art and animation,0,Design and Media
2021,SIT,DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design,88.2,85.3,4229,4000,4324,4000,3700,4968,bachelor of science in computer science and game design,0,Design and Media
2021,SIT,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,95.1,92.7,4962,4600,4984,4600,4300,5175,bachelor of science in computer science in real-time interactive simulation,0,Computer Science and IT
2021,SIT,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,97.7,86.8,3363,3400,3431,3400,3200,3460,bachelor of accountancy with,1,Business and Management
2021,SIT,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Information Security),100,98.2,4934,4800,5251,4950,4605,5552,bachelor of engineering with in information & communications technology (information security),1,Arts and Humanities
2021,SIT,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Software Engineering),100,98,5126,5000,5215,5000,4590,5500,bachelor of engineering with in information & communications technology (software engineering),1,Arts and Humanities
2021,SIT,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Aircraft Systems Engineering,100,91.7,3297,3200,3394,3300,2500,4000,bachelor of engineering with in aircraft systems engineering,1,Engineering
2021,SIT,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Pharmaceutical Engineering,98.3,87.9,3423,3500,3736,3600,3300,4000,bachelor of engineering with in pharmaceutical engineering,1,Engineering
2021,SIT,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Building Services),98,96.1,3707,3600,3773,3680,3500,3950,bachelor of engineering with in sustainable infrastructure engineering (building services),1,Engineering
2021,SIT,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land) ^,96.3,88.9,3606,3500,3788,3700,3485,4250,bachelor of engineering with in sustainable infrastructure engineering (land),1,Engineering
2021,SIT,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Telematics (Intelligent Transportation Systems Engineering),97.5,85,4086,4000,4146,4000,3850,4500,bachelor of engineering with in telematics (intelligent transportation systems engineering),1,Engineering
2021,SIT,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,96.1,80.3,3037,3000,3216,3000,2800,3500,bachelor of hospitality business with,1,Business and Management
2021,SIT,Singapore Institute of Technology (SIT),Bachelor of Science (Diagnostic Radiography),100,100,3670,3500,3880,3700,3500,4025,bachelor of science (diagnostic radiography),0,Medicine and Health Sciences
2021,SIT,Singapore Institute of Technology (SIT),Bachelor of Science (Occupational Therapy),100,98.3,3521,3500,3546,3500,3400,3690,bachelor of science (occupational therapy),0,Medicine and Health Sciences
2021,SIT,Singapore Institute of Technology (SIT),Bachelor of Science (Radiation Therapy) ^,100,100,3310,3500,3328,3500,3000,3500,bachelor of science (radiation therapy),0,Medicine and Health Sciences
2021,SIT,SIT- DigiPen Institute of Technology,Bachelor of Engineering with Honours in Systems Engineering (ElectroMechanical Systems),100,95.1,4086,4000,4402,4370,3700,4900,bachelor of engineering with in systems engineering (electromechanical systems),1,Engineering
2021,SIT,SIT- Massey University,Bachelor of Food Technology with Honours,96.4,89.1,3221,3300,3322,3300,3000,3500,bachelor of food technology with,1,Science
2021,SIT,SIT- Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,79.2,64.2,3466,3500,3836,3700,3350,4200,bachelor of engineering with in chemical engineering,1,Engineering
2021,SIT,SIT- Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,98.3,84.5,3583,3500,3691,3600,3500,3850,bachelor of engineering with in electrical power engineering,1,Engineering
2021,SIT,SIT- Newcastle University,Bachelor of Engineering with Honours in Marine Engineering ^,100,90.5,3598,3500,3819,3750,3400,4250,bachelor of engineering with in marine engineering,1,Engineering
2021,SIT,SIT- Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering,93.4,90.2,3646,3600,3787,3650,3600,4000,bachelor of engineering with in mechanical design and manufacturing engineering,1,Engineering
2021,SIT,SIT- Newcastle University,Bachelor of Engineering with Honours in Naval Architecture ^,100,95.7,3476,3300,3592,3400,3250,3850,bachelor of engineering with in naval architecture,1,Others
2021,SIT,SIT- Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,82.4,70.6,3513,3500,3575,3550,3350,3850,bachelor of engineering with in offshore engineering,1,Engineering
2021,SIT,SIT-Trinity College Dublin,Bachelor of Science (Physiotherapy),97.9,96.8,3516,3500,3591,3525,3400,3800,bachelor of science (physiotherapy),0,Medicine and Health Sciences
2021,SIT,SIT-University of Glasgow,Bachelor of Engineering with Honours in Civil Engineering,92.8,92.8,3650,3600,3719,3675,3500,3933,bachelor of engineering with in civil engineering,1,Engineering
2021,SIT,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,98.3,86.4,3403,3350,3697,3700,3350,3990,bachelor of science with in nursing,1,Science
2021,SIT,Technische Universität München,Bachelor of Science in Chemical Engineering,95.7,87,3495,3500,3645,3557,3400,3865,bachelor of science in chemical engineering,0,Engineering
2021,SIT,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology ^,81.5,74.1,3649,3600,3806,3700,3250,4265,bachelor of science in electrical engineering & information technology,0,Engineering
2021,SIT,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management,91.9,67.7,2647,2500,2817,2700,2500,3100,bachelor of business administration in food business management,0,Business and Management
2021,SIT,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,94.4,59.3,2951,3000,2989,3000,2700,3200,bachelor of arts with in communication design,1,Design and Media
2021,SIT,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,94.3,65.7,2761,3000,2807,3000,2500,3100,bachelor of arts with in interior design,1,Design and Media
2021,SIT,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,95.5,81.8,3807,3600,4001,3850,3400,4500,bachelor of arts with in criminology and security,1,Arts and Humanities
2021,SMU,School of Accountancy (4-year programme) *,Accountancy,98.7,93,3751,3400,3814,3400,3200,4000,accountancy,0,Business and Management
2021,SMU,School of Accountancy (4-year programme) *,Accountancy Cum Laude and above,97.9,92.6,4161,3700,4213,3850,3300,4600,accountancy cum laude and above,0,Business and Management
2021,SMU,School of Business (4-year programme) *,Business Management,96.6,86,4229,4000,4371,4000,3500,4650,business management,0,Business and Management
2021,SMU,School of Business (4-year programme) *,Business Management Cum Laude and above,96.6,90.3,4705,4333,4855,4480,3800,5043,business management cum laude and above,0,Business and Management
2021,SMU,School of Economics (4-year programme) *,Economics,91.8,83.5,4641,4275,4777,4435,3800,5250,economics,0,Mathematics and Statistics
2021,SMU,School of Economics (4-year programme) *,Economics (Cum Laude and above),94.1,91.2,5209,4750,5310,4900,4191,5810,economics (cum laude and above),0,Mathematics and Statistics
2021,SMU,School of Information Systems (4-year programme) *,Information Systems,98.2,94.6,4774,4860,4906,5000,4200,5350,information systems,0,Computer Science and IT
2021,SMU,School of Information Systems (4-year programme) *,Information Systems (Cum Laude and above),97.4,93.6,5317,5050,5499,5350,5000,5833,information systems (cum laude and above),0,Computer Science and IT
2021,SMU,School of Social Sciences (4-year programme) *,Social Sciences,94.1,77.1,3656,3465,3836,3600,3200,4010,social sciences,0,Science
2021,SMU,School of Social Sciences (4-year programme) *,Social Sciences (Cum Laude and above),96.9,86.2,3856,3500,4063,3763,3350,4500,social sciences (cum laude and above),0,Science
2021,SMU,School of Law (4-year programme) *,Law #,100,98.3,5319,5500,5433,5600,4500,6000,law,0,Law
2021,SMU,School of Law (4-year programme) *,Law (Cum Laude and above) #,100,98.8,5613,5600,5754,5800,5025,6000,law (cum laude and above),0,Law
2021,SUSS,S R Nathan School of Human Development,Bachelor of Early Childhood Education,93,88.4,2949,3000,2963,3000,2800,3100,bachelor of early childhood education,0,Education
2021,SUSS,S R Nathan School of Human Development,Bachelor of Human Resource Management,95.6,80.9,3249,3200,3412,3200,3000,3500,bachelor of human resource management,0,Business and Management
2021,SUSS,S R Nathan School of Human Development,Bachelor of Social Work,94.7,86.8,3432,3530,3461,3530,3400,3580,bachelor of social work,0,Other
2021,SUSS,School of Business,Bachelor of Accountancy,98.6,89,3199,3200,3231,3200,3000,3400,bachelor of accountancy,0,Business and Management
2021,SUSS,School of Business,Bachelor of Science in Business Analytics,93.5,83.9,4218,3800,4372,3800,3350,4900,bachelor of science in business analytics,0,Business and Management
2021,SUSS,School of Business,Bachelor of Science in Finance,84.4,56.3,3856,3500,3862,3500,3300,4350,bachelor of science in finance,0,Business and Management
2021,SUSS,School of Business,Bachelor of Science in Marketing,92.4,63.6,3303,3200,3411,3275,2820,3600,bachelor of science in marketing,0,Business and Management
2021,SUSS,School of Business,Bachelor of Science in Supply Chain Management,97.4,79.5,3245,3200,3381,3300,3025,3500,bachelor of science in supply chain management,0,Business and Management
2021,SUTD,,Bachelor of Engineering (Computer Science and Design),98.3,96.7,4936,4800,5030,4800,4400,5414,bachelor of engineering (computer science and design),0,Engineering
2021,SUTD,,Bachelor of Engineering (Engineering Product Development),89.9,85.5,4047,4000,4141,4000,3750,4500,bachelor of engineering (engineering product development),0,Engineering
2021,SUTD,,Bachelor of Engineering (Engineering Systems and Design),95.5,90.9,4542,4500,4778,4700,3900,5000,bachelor of engineering (engineering systems and design),0,Engineering
2021,SUTD,,Bachelor of Science (Architecture and Sustainable Design),96.6,89.7,3800,3801,3842,3875,3430,4200,bachelor of science (architecture and sustainable design),0,Others
2022,NUS,Faculty of Arts & Social Sciences,Bachelor of Arts,88.5,76.9,3808,3670,3928,3700,3500,4000,bachelor of arts,0,Arts and Humanities
2022,NUS,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),87.5,74.4,3889,3850,4034,4000,3500,4390,bachelor of arts,1,Arts and Humanities
2022,NUS,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,92.3,81.1,3935,3650,4056,3795,3500,4350,bachelor of social sciences,0,Science
2022,NUS,Faculty of Dentistry,Bachelor of Dental Surgery,100,100,4331,4200,4331,4200,4200,4600,bachelor of dental surgery,0,Medicine and Health Sciences
2022,NUS,Faculty of Law,Bachelor of Laws #,97.3,94.6,5935,6000,6182,6400,5500,6800,bachelor of laws,0,Law
2022,NUS,Faculty of Science,Bachelor of Science ^,85.2,63,3630,3500,3823,3600,3500,4000,bachelor of science,0,Science
2022,NUS,Faculty of Science,Bachelor of Science (Hons),90.6,80.1,4040,3720,4174,3850,3500,4500,bachelor of science,1,Science
2022,NUS,Faculty of Science,Bachelor of Science (Computational Biology)**,,,,,,,,,bachelor of science (computational biology),0,Science
2022,NUS,Faculty of Science,Bachelor of Science (Pharmacy) #,98.4,95.1,3829,3798,4053,4000,3750,4250,bachelor of science (pharmacy),0,Medicine and Health Sciences
2022,NUS,Faculty of Science,Bachelor of Science (Pharmaceutical Science) (Hons) ^,94.1,76.5,3769,3700,3808,3700,3400,4350,bachelor of science (pharmaceutical science),1,Science
2022,NUS,Faculty of Science,Bachelor of Science (Data Science and Analytics),96.8,96.8,5562,5500,5616,5500,4628,6100,bachelor of science (data science and analytics),0,Computer Science and IT
2022,NUS,NUS Business School,Bachelor of Business Administration,87.9,78.8,5653,5000,6026,5100,4000,7000,bachelor of business administration,0,Business and Management
2022,NUS,NUS Business School,Bachelor of Business Administration (Hons),97.1,95.7,5346,4600,5519,4696,4000,5938,bachelor of business administration,1,Business and Management
2022,NUS,NUS Business School,Bachelor of Business Administration (Accountancy) ^,93.3,93.3,5494,3800,5560,3800,3400,5500,bachelor of business administration (accountancy),0,Business and Management
2022,NUS,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),99.3,97.9,4619,4000,4668,4000,3600,5000,bachelor of business administration (accountancy),1,Business and Management
2022,NUS,NUS Business School,Bachelor of Science (Real Estate),99,95.1,3924,3800,4062,3850,3600,4400,bachelor of science (real estate),0,Science
2022,NUS,School of Computing,Bachelor of Computing (Computer Science),96.8,96.1,6954,6500,7121,6600,5341,7583,bachelor of computing (computer science),0,Computer Science and IT
2022,NUS,School of Computing,Bachelor of Computing (Information Security),94.6,91.1,5274,5400,5660,5500,4800,6475,bachelor of computing (information security),0,Computer Science and IT
2022,NUS,School of Computing,Bachelor of Computing (Information Systems),95.3,93,5551,5300,5672,5500,4800,6250,bachelor of computing (information systems),0,Computer Science and IT
2022,NUS,School of Computing,Bachelor of Science (Business Analytics),96.2,95.2,5845,5500,5966,5500,5000,6600,bachelor of science (business analytics),0,Business and Management
2022,NUS,College of Design and Engineering,Bachelor of Engineering (Biomedical Engineering),97.2,91.6,4140,3800,4268,4000,3500,5000,bachelor of engineering (biomedical engineering),0,Engineering
2022,NUS,College of Design and Engineering,Bachelor of Engineering (Chemical Engineering),96.6,95.5,4487,4400,4690,4675,4018,5100,bachelor of engineering (chemical engineering),0,Engineering
2022,NUS,College of Design and Engineering,Bachelor of Engineering (Civil Engineering),93.8,88.9,3979,3921,4139,4000,3700,4400,bachelor of engineering (civil engineering),0,Engineering
2022,NUS,College of Design and Engineering,Bachelor of Engineering (Electrical Engineering),92.2,90.7,4730,4700,4913,4800,4380,5500,bachelor of engineering (electrical engineering),0,Engineering
2022,NUS,College of Design and Engineering,Bachelor of Engineering (Engineering Science) ^,100,100,4622,4450,4659,4450,4080,5000,bachelor of engineering (engineering science),0,Engineering
2022,NUS,College of Design and Engineering,Bachelor of Engineering (Environmental Engineering),87.1,83.9,4252,4000,4496,4200,3850,5000,bachelor of engineering (environmental engineering),0,Science
2022,NUS,College of Design and Engineering,Bachelor of Engineering (Industrial and Systems Engineering),92.9,92.9,5137,5000,5281,5000,4290,5650,bachelor of engineering (industrial and systems engineering),0,Engineering
2022,NUS,College of Design and Engineering,Bachelor of Engineering (Materials Science and Engineering),92.9,87.1,4384,4360,4539,4500,3850,5000,bachelor of engineering (materials science and engineering),0,Engineering
2022,NUS,College of Design and Engineering,Bachelor of Engineering (Mechanical Engineering),96.2,91.9,4594,4400,4780,4525,4000,5200,bachelor of engineering (mechanical engineering),0,Engineering
2022,NUS,College of Design and Engineering,Bachelor of Arts (Architecture) #,96,92,4360,4300,4481,4400,4000,4800,bachelor of arts (architecture),0,Others
2022,NUS,College of Design and Engineering,Bachelor of Arts (Industrial Design),66.7,43.3,4239,4500,4270,4500,3500,4500,bachelor of arts (industrial design),0,Design and Media
2022,NUS,College of Design and Engineering,Bachelor of Science (Project and Facilities Management),98.4,92,3612,3500,3670,3555,3375,3855,bachelor of science (project and facilities management),0,Business and Management
2022,NUS,Yong Loo Lin School (Medicine),Bachelor of Medicine and Bachelor of Surgery # **,,,,,,,,,bachelor of medicine and bachelor of surgery,0,Medicine and Health Sciences
2022,NUS,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),94.8,91.3,3426,3350,3656,3600,3500,3825,bachelor of science (nursing),0,Science
2022,NUS,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),100,99,3575,3550,3834,3850,3650,4000,bachelor of science (nursing),1,Science
2022,NUS,YST Conservatory of Music,Bachelor of Music ^,85.7,28.6,3661,3590,3661,3590,3350,3973,bachelor of music,0,Others
2022,NUS,Yale-NUS College,Bachelor of Arts with Honours,87.3,80.5,5130,4500,5418,4600,3800,6000,bachelor of arts with,1,Arts and Humanities
2022,NUS,Yale-NUS College,Bachelor of Science with Honours,96.3,88.9,6764,5875,6879,6038,4500,9000,bachelor of science with,1,Science
2022,NUS,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),94.5,92.7,6183,5900,6367,6000,5300,6800,bachelor of engineering (computer engineering),0,Engineering
2022,NUS,Multi-Disciplinary Programmes,Bachelor of Environmental Studies,91.9,78.4,3999,3800,4000,3800,3500,4000,bachelor of environmental studies,0,Science
2022,NTU,College of Business (Nanyang Business School),Bachelor of Accountancy (Hons),98.3,97.6,3965,3600,4031,3600,3600,4300,bachelor of accountancy,1,Business and Management
2022,NTU,College of Business (Nanyang Business School),Bachelor of Accountancy (Hons),98,96.9,5473,4833,5580,4942,4167,6230,bachelor of accountancy,1,Business and Management
2022,NTU,College of Business (Nanyang Business School),Bachelor of Business (Hons),94.5,86.5,4407,4000,4503,4015,3600,4800,bachelor of business,1,Business and Management
2022,NTU,College of Business (Nanyang Business School),Bachelor of Business (Hons),100,100,6307,6000,6627,6500,6000,7500,bachelor of business,1,Business and Management
2022,NTU,College of Engineering,Aerospace Engineering,94,93,4752,4800,4899,5000,4160,5500,aerospace engineering,0,Engineering
2022,NTU,College of Engineering,Bioengineering,93.9,90.9,4160,4000,4419,4200,3600,5250,bioengineering,0,Engineering
2022,NTU,College of Engineering,Chemical,96.6,93.3,4580,4500,4733,4800,4028,5100,chemical,0,Engineering
2022,NTU,College of Engineering,Civil Engineering,91.6,88.4,3699,3600,3788,3650,3500,3975,civil engineering,0,Engineering
2022,NTU,College of Engineering,Computer Engineering,87,85.2,5366,5285,5463,5295,4500,6215,computer engineering,0,Engineering
2022,NTU,College of Engineering,Computer Science,94,91.7,5515,5400,5699,5500,4900,6420,computer science,0,Computer Science and IT
2022,NTU,College of Engineering,Data Science,88.2,82.4,6647,5625,6749,5625,5000,7500,data science,0,Computer Science and IT
2022,NTU,College of Engineering,Double Degree In Engineering,100,100,5150,5000,5344,5000,4700,5815,double degree in engineering,0,Engineering
2022,NTU,College of Engineering,Electrical,92.4,90.2,4595,4500,4723,4558,4100,5000,electrical,0,Engineering
2022,NTU,College of Engineering,Environmental Engineering,93.5,90.3,3988,3800,4139,3900,3700,4500,environmental engineering,0,Science
2022,NTU,College of Engineering,Information Engineering,95.3,93.8,5080,4950,5187,4950,4500,5500,information engineering,0,Engineering
2022,NTU,College of Engineering,Maritime Studies,96.7,95.1,3842,3740,3860,3740,3500,4060,maritime studies,0,Engineering
2022,NTU,College of Engineering,Materials Engineering,94.9,92.6,4300,4300,4522,4500,3800,5000,materials engineering,0,Engineering
2022,NTU,College of Engineering,Mechanical Engineering,95,91.3,4381,4200,4537,4500,3944,5000,mechanical engineering,0,Engineering
2022,NTU,"College of Humanities, Arts & Social Sciences","Art, Design",89.5,63.2,3303,3200,3372,3200,3000,3600,"art, design",0,Design and Media
2022,NTU,"College of Humanities, Arts & Social Sciences",Chinese,91.8,70.5,3408,3300,3566,3600,3060,4015,chinese,0,Arts and Humanities
2022,NTU,"College of Humanities, Arts & Social Sciences",Communication Studies,94.2,79.7,3674,3500,3739,3500,3200,4200,communication studies,0,Arts and Humanities
